warehouse_event_id;warehouse_id;order_id;tracking_number;carrier_name;origin_city;origin_country;warehouse_status;status_timestamp_raw;record_updated_at;batch_date
3185;WH-LHR;ORD-9050;TRACK-0225;DHL;London;GB;packed;03/03/2026 12:24;03/03/2026 18:15;2026-03-03
3186;WH-DXB;ORD-9090;TRACK-0082;DHL;Dubai;AE;processing;04/03/2026 21:28;05/03/2026 08:41;2026-03-05
3187;WH-LHR;ORD-9220;track-0200;Royal Mail;London;GB;in_transit;02/03/2026 14:10;03/03/2026 03:48;2026-03-02
3188;WH-SIN;ORD-9101;;Ninja Van;Singapore;SG;in_transit;14/03/2026 03:55;13/03/2026 21:51;2026-03-14
3189;WH-SYD;ORD-9153;TRACK-0044;DHL;Sydney;AU;packed;15/03/2026 22:59;16/03/2026 05:36;2026-03-16
3190;WH-LHR;ORD-9096;TRACK-0250;Royal Mail;London;GB;shipped;07/03/2026 21:58;08/03/2026 08:32;2026-03-07
3191;WH-LHR;ORD-9070;TRACK-0100;DHL;London;GB;shipped;10/03/2026 16:49;10/03/2026 18:13;2026-03-10
3192;WH-AMS;ORD-9141;TRACK-0116;DHL;Amsterdam;NL;shipped;11/03/2026 17:25;11/03/2026 19:20;2026-03-11
3193;WH-DXB;ORD-9022;TRACK-0226;DHL;Dubai;AE;delivered;07/03/2026 10:47;07/03/2026 22:27;2026-03-07
3194;WH-AMS;ORD-9122;TRACK-0108;PostNL;Amsterdam;NL;shipped;14/03/2026 04:48;14/03/2026 09:19;2026-03-14
3195;WH-DXB;ORD-9144;TRACK-0087;DHL;Dubai;AE;packed;22/03/2026 04:04;22/03/2026 13:58;2026-03-22
3196;WH-SIN;ORD-9065;TRACK-0068;Ninja Van;Singapore;SG;in_transit;11/03/2026 13:42;12/03/2026 00:29;2026-03-11
3197;WH-LHR;ORD-9039;TRACK-0048;DHL;London;GB;delivered;11/03/2026 12:52;11/03/2026 12:54;2026-03-11
3198;WH-SYD;ORD-9184;TRACK-0033;DHL;Sydney;AU;packed;06/03/2026 19:48;07/03/2026 00:38;2026-03-06
3199;WH-SIN;ORD-9025;;ninja van;Singapore;SG;delivered;10/03/2026 21:11;11/03/2026 00:38;2026-03-10
3200;WH-LAX;ORD-9141;TRACK-0048;UPS;Los Angeles;US;in_transit;02/03/2026 05:45;02/03/2026 10:57;2026-03-02
3201;WH-SYD;ORD-9047;track-0049;dhl;Sydney;AU;shipped;10/03/2026 05:58;11/03/2026 04:50;2026-03-10
3202;WH-SYD;ORD-9068;TRK-245;DHL;Sydney;AU;in_transit;09/03/2026 01:40;08/03/2026 17:00;2026-03-09
3203;WH-AMS;ORD-9005;TRACK-0085;DHL;Amsterdam;NL;processing;15/03/2026 16:48;15/03/2026 20:30;2026-03-15
3204;WH-AMS;ORD-9197;TRACK-0180;PostNL;Amsterdam;NL;processing;06/03/2026 11:02;06/03/2026 20:16;2026-03-06
3205;WH-SYD;ORD-9155;TRACK-0106;Australia Post;Sydney;AU;PACKED;20/03/2026 08:49;20/03/2026 17:15;2026-03-20
3206;WH-SYD;ORD-9037;TRACK-0007;DHL;Sydney;AU;delivered;08/03/2026 11:40;08/03/2026 14:36;2026-03-09
3207;WH-DXB;ORD-9035;TRACK-0008;Aramex;Dubai;AE;cancelled;07/03/2026 05:38;07/03/2026 14:11;2026-03-07
3208;WH-AMS;ORD-9079;;DHL;Amsterdam;NL;processing;12/03/2026 13:40;13/03/2026 00:40;2026-03-12
3209;WH-SYD;ORD-9224;TRK-123;Australia Post;Sydney;AU;processing;02/03/2026 07:29;02/03/2026 09:08;2026-03-02
3210;WH-AMS;ORD-9071;TRACK-0006;PostNL;Amsterdam;NL;in_transit;04/03/2026 18:51;05/03/2026 06:38;2026-03-04
3211;WH-AMS;ORD-9172;TRACK-0220;DHL;Amsterdam;NL;exception;11/03/2026 18:19;12/03/2026 00:27;2026-03-11
3212;WH-LAX;ORD-9131;TRACK-0053;FedEx;Los Angeles;US;SHIPPED;19/03/2026 13:58;19/03/2026 22:45;2026-03-19
3213;WH-LAX;ORD-9019;TRACK-0215;FedEx;Los Angeles;US;in_transit;03/03/2026 04:01;03/03/2026 06:03;2026-03-02
3214;WH-LAX;ORD-9024;TRK-206;UPS;Los Angeles;US;in_transit;03/03/2026 00:39;03/03/2026 00:47;2026-03-03
3215;WH-SYD;ORD-9125;TRACK-0238;DHL;Sydney;AU;in_transit;12/03/2026 18:25;12/03/2026 11:36;2026-03-12
3216;WH-LAX;ORD-9178;TRACK-0005;FedEx;Los Angeles;US;packed;07/03/2026 18:14;08/03/2026 03:16;2026-03-07
3217;WH-AMS;ORD-9073;;DHL;Amsterdam;NL;shipped;09/03/2026 01:18;09/03/2026 02:44;2026-03-09
3218;WH-AMS;ORD-9032;TRACK-0223;DHL;Amsterdam;NL;packed;18/03/2026 05:26;18/03/2026 19:37;2026-03-18
3219;WH-SIN;ORD-9120;TRACK-0039;UPS;Singapore;SG;shipped;04/03/2026 16:29;04/03/2026 13:50;2026-03-04
3220;WH-LHR;ORD-9158;TRACK-0238;Royal Mail;London;GB;in_transit;16/03/2026 04:10;16/03/2026 04:51;2026-03-16
3221;WH-AMS;ORD-9128;TRACK-0183;DHL;Amsterdam;NL;packed;01/03/2026 17:47;02/03/2026 00:30;2026-03-01
3222;WH-LHR;ORD-9053;TRACK-0072;Royal Mail;London;GB;exception;18/03/2026 17:50;19/03/2026 05:32;2026-03-18
3223;WH-AMS;ORD-9012;TRACK-0034;PostNL;Amsterdam;NL;processing;18/03/2026 10:50;18/03/2026 11:33;2026-03-18
3224;WH-DXB;ORD-9222;TRACK-0203;DHL;Dubai;AE;processing;05/03/2026 00:06;05/03/2026 07:42;2026-03-05
3225;WH-SYD;ORD-9152;TRACK-0256;dhl;Sydney;AU;packed;04/03/2026 21:55;05/03/2026 22:31;2026-03-05
3226;WH-SYD;ORD-9184;TRACK-0246;DHL;Sydney;AU;shipped;06/03/2026 13:05;07/03/2026 05:31;2026-03-07
3227;WH-AMS;ORD-9242;TRACK-0184;DHL;Amsterdam;NL;processing;06/03/2026 18:06;07/03/2026 07:36;2026-03-06
3228;WH-DXB;ORD-9199;TRACK-0182;Aramex;Dubai;AE;shipped;15/03/2026 23:29;18/03/2026 16:29;2026-03-16
3229;WH-DXB;ORD-9097;TRACK-0253;Aramex;Dubai;AE;processing;05/03/2026 19:47;08/03/2026 07:47;2026-03-05
3230;WH-SIN;ORD-9091;TRK-166;UPS;Singapore;SG;delivered;19/03/2026 03:53;19/03/2026 10:06;2026-03-19
3231;WH-DXB;ORD-9052;TRACK-0173;Aramex;Dubai;AE;in_transit;14/03/2026 18:45;14/03/2026 20:09;2026-03-14
3232;WH-SYD;ORD-9090;TRACK-0194;DHL;Sydney;AU;in_transit;20/03/2026 22:56;21/03/2026 13:27;2026-03-21
3233;WH-DXB;ORD-9163;TRACK-0114;Aramex;Dubai;AE;processing;06/03/2026 02:01;06/03/2026 08:52;2026-03-06
3234;WH-LHR;ORD-9006;TRACK-0136;Royal Mail;London;GB;in_transit;02/03/2026 04:32;02/03/2026 17:02;2026-03-02
3235;WH-LHR;ORD-9194;TRACK-0180;Royal Mail;London;GB;in_transit;17/03/2026 09:46;17/03/2026 12:32;2026-03-17
3236;WH-AMS;ORD-9164;TRACK-0134;DHL;Amsterdam;NL;delivered;02/03/2026 16:46;02/03/2026 17:21;2026-03-02
3237;WH-LHR;ORD-9085;TRACK-0223;Royal Mail;London;GB;exception;12/03/2026 21:50;13/03/2026 10:17;2026-03-13
3238;WH-LAX;ORD-9050;TRACK-0026;UPS;Los Angeles;US;packed;07/03/2026 10:03;08/03/2026 04:43;2026-03-07
3239;WH-AMS;ORD-9106;TRACK-0088;DHL;Amsterdam;NL;processing;11/03/2026 03:42;11/03/2026 13:58;2026-03-11
3240;WH-SIN;ORD-9196;TRACK-0190;UPS;Singapore;SG;shipped;06/03/2026 15:21;06/03/2026 17:55;2026-03-06
3241;WH-SYD;ORD-9177;TRACK-0212;Australia Post;Sydney;AU;delivered;10/03/2026 01:39;10/03/2026 16:26;2026-03-10
3242;WH-SIN;ORD-9041;TRACK-0203;UPS;Singapore;SG;delivered;15/03/2026 16:02;15/03/2026 10:05;2026-03-15
3243;WH-LAX;ORD-9109;TRACK-0099;ups;Los Angeles;US;in_transit;18/03/2026 19:03;19/03/2026 17:17;2026-03-18
3244;WH-AMS;ORD-9199;TRACK-0204;PostNL;Amsterdam;NL;DELIVERED;16/03/2026 01:09;16/03/2026 11:04;2026-03-16
3245;WH-LAX;ORD-9076;TRACK-0052;FedEx;Los Angeles;US;delivered;19/03/2026 22:19;20/03/2026 12:51;2026-03-19
3246;WH-LAX;ORD-9142;TRACK-0207;ups;Los Angeles;US;delivered;06/03/2026 03:53;06/03/2026 19:59;2026-03-06
3247;WH-SIN;ORD-9156;TRACK-0160;Ninja Van;Singapore;SG;in_transit;06/03/2026 00:52;06/03/2026 13:33;2026-03-06
3248;WH-SYD;ORD-9214;TRACK-0046;Australia Post;Sydney;AU;packed;12/03/2026 05:20;12/03/2026 08:20;2026-03-12
3249;WH-SIN;ORD-9260;TRACK-0207;UPS;Singapore;SG;delivered;02/03/2026 11:07;02/03/2026 10:54;2026-03-02
3250;WH-SIN;ORD-9189;TRACK-0238;UPS;Singapore;SG;processing;10/03/2026 14:29;10/03/2026 22:34;2026-03-10
3251;WH-LAX;ORD-9133;TRACK-0047;ups;Los Angeles;US;delivered;05/03/2026 18:58;06/03/2026 06:00;2026-03-05
3252;WH-SYD;ORD-9210;TRACK-0011;Australia Post;Sydney;AU;processing;18/03/2026 07:03;18/03/2026 11:21;2026-03-18
3253;WH-LHR;ORD-9193;TRACK-0179;Royal Mail;London;GB;in_transit;09/03/2026 17:11;09/03/2026 17:18;2026-03-09
3254;WH-SIN;ORD-9056;TRK-247;Ninja Van;Singapore;SG;delivered;16/03/2026 08:11;16/03/2026 05:16;2026-03-16
3255;WH-DXB;ORD-9207;TRACK-0164;Aramex;Dubai;AE;exception;10/03/2026 02:46;13/03/2026 00:46;2026-03-10
3256;WH-SYD;ORD-9114;TRACK-0244;DHL;Sydney;AU;delivered;19/03/2026 21:49;20/03/2026 02:49;2026-03-19
3257;WH-SYD;ORD-9094;TRACK-0172;Australia Post;Sydney;AU;in_transit;18/03/2026 00:32;18/03/2026 06:52;2026-03-18
3258;WH-AMS;ORD-9241;TRACK-0028;DHL;Amsterdam;NL;processing;15/03/2026 16:09;15/03/2026 20:14;2026-03-15
3259;WH-LAX;ORD-9176;TRACK-0210;UPS;Los Angeles;US;delivered;02/03/2026 22:06;03/03/2026 16:52;2026-03-02
3260;WH-AMS;ORD-9232;TRACK-0141;DHL;Amsterdam;NL;processing;17/03/2026 20:32;18/03/2026 07:01;2026-03-17
3261;WH-LHR;ORD-9245;track-0197;Royal Mail;London;GB;cancelled;17/03/2026 07:38;18/03/2026 08:38;2026-03-17
3262;WH-SYD;ORD-9177;TRACK-0160;DHL;Sydney;AU;Packed;02/03/2026 04:05;02/03/2026 11:51;2026-03-02
3263;WH-SYD;ORD-9069;TRACK-0176;DHL;Sydney;AU;processing;20/03/2026 19:08;20/03/2026 08:27;2026-03-20
3264;WH-SYD;ORD-9012;TRACK-0259;DHL;Sydney;AU;in_transit;14/03/2026 06:59;14/03/2026 16:06;2026-03-14
3265;WH-SYD;ORD-9011;TRACK-0025;DHL;Sydney;AU;processing;15/03/2026 17:17;16/03/2026 16:08;2026-03-16
3266;WH-LHR;ORD-9052;TRACK-0139;Royal Mail;London;GB;delivered;14/03/2026 08:55;14/03/2026 10:51;2026-03-14
3267;WH-DXB;ORD-9103;TRACK-0135;Aramex;Dubai;AE;packed;12/03/2026 18:38;12/03/2026 22:10;2026-03-12
3268;WH-LAX;ORD-9002;TRACK-0007;FedEx;Los Angeles;US;in_transit;03/03/2026 10:39;03/03/2026 03:55;2026-03-03
3269;WH-SYD;ORD-9119;TRACK-0234;DHL;Sydney;AU;received;19/03/2026 17:24;19/03/2026 22:21;2026-03-19
3270;WH-SYD;ORD-9060;TRACK-0049;australia post;Sydney;AU;processing;08/03/2026 02:34;07/03/2026 23:02;2026-03-08
3271;WH-SIN;ORD-9176;;Ninja Van;Singapore;SG;packed;19/03/2026 06:06;19/03/2026 05:17;2026-03-19
3272;WH-LAX;ORD-9031;;UPS;Los Angeles;US;in_transit;09/03/2026 07:18;12/03/2026 03:18;2026-03-09
3273;WH-LHR;ORD-9058;TRACK-0211;Royal Mail;London;GB;packed;15/03/2026 14:17;16/03/2026 02:58;2026-03-15
3274;WH-DXB;ORD-9049;TRACK-0222;Aramex;Dubai;AE;in_transit;04/03/2026 03:22;04/03/2026 12:53;2026-03-04
3275;WH-SYD;ORD-9081;TRACK-0259;DHL;Sydney;AU;received;06/03/2026 08:10;06/03/2026 09:01;2026-03-06
3276;WH-LAX;ORD-9041;TRACK-0236;UPS;Los Angeles;US;shipped;22/03/2026 01:21;24/03/2026 11:21;2026-03-22
3277;WH-DXB;ORD-9001;TRACK-0047;DHL;Dubai;AE;shipped;10/03/2026 21:48;11/03/2026 11:53;2026-03-10
3278;WH-SIN;ORD-9243;TRACK-0187;UPS;Singapore;SG;IN_TRANSIT;08/03/2026 17:11;08/03/2026 22:50;2026-03-08
3279;WH-AMS;ORD-9085;TRACK-0253;PostNL;Amsterdam;NL;shipped;21/03/2026 01:14;21/03/2026 04:54;2026-03-21
3280;WH-AMS;ORD-9213;TRACK-0024;DHL;Amsterdam;NL;shipped;21/03/2026 13:58;24/03/2026 14:58;2026-03-21
3281;WH-DXB;ORD-9248;TRACK-0091;Aramex;Dubai;AE;processing;13/03/2026 21:53;14/03/2026 03:22;2026-03-14
3282;WH-DXB;ORD-9128;TRACK-0141;DHL;Dubai;AE;shipped;09/03/2026 22:39;10/03/2026 07:25;2026-03-10
3283;WH-LAX;ORD-9108;TRACK-0149;FedEx;Los Angeles;US;in_transit;12/03/2026 04:37;12/03/2026 07:29;2026-03-11
3284;WH-DXB;ORD-9246;TRACK-0214;DHL;Dubai;AE;PACKED;03/03/2026 06:24;03/03/2026 08:52;2026-03-03
3285;WH-SIN;ORD-9083;TRACK-0147;UPS;Singapore;SG;in_transit;16/03/2026 23:26;17/03/2026 05:33;2026-03-17
3286;WH-SYD;ORD-9200;TRACK-0122;DHL;Sydney;AU;received;09/03/2026 13:55;09/03/2026 19:15;2026-03-10
3287;WH-SYD;ORD-9129;TRACK-0104;DHL;Sydney;AU;delivered;14/03/2026 22:10;14/03/2026 21:12;2026-03-15
3298;WH-AMS;ORD-9134;TRACK-0092;postnl;Amsterdam;NL;shipped;17/03/2026 21:29;18/03/2026 23:59;2026-03-18
