shipment_key,tracking_number,missing_tracking_number,ambiguous_tracking,distinct_carrier_count,distinct_order_count,carrier,origin_city,origin_country,origin_known,current_status,current_status_source_value,current_status_source,current_status_event_ts_utc,is_terminal,has_status_conflict,has_post_terminal_event,has_clock_anomaly,first_event_ts_utc,last_event_ts_utc,event_count,warehouse_event_count,carrier_event_count,source_system_count,dwh_loaded_at_utc
DHL:TRACK-0142,TRACK-0142,false,false,1,1,DHL,Amsterdam,NL,true,delivered,Delivered,warehouse,2026-03-05T13:58:00.000Z,true,false,false,false,2026-03-05T13:58:00.000Z,2026-03-05T13:58:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0148,TRACK-0148,false,true,1,2,null,null,null,false,packed,packed,warehouse,2026-03-17T09:14:00.000Z,false,false,false,true,2026-03-10T21:38:00.000Z,2026-03-17T09:14:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0150,TRACK-0150,false,false,1,1,DHL,Sydney,AU,true,packed,packed,warehouse,2026-03-02T02:01:00.000Z,false,false,false,false,2026-03-02T02:01:00.000Z,2026-03-02T02:01:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0151,TRACK-0151,false,false,1,1,DHL,Amsterdam,NL,true,shipped,shipped,warehouse,2026-03-12T10:34:00.000Z,false,false,false,false,2026-03-12T10:34:00.000Z,2026-03-12T10:34:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0152,TRACK-0152,false,true,1,3,null,null,null,false,delivered,delivered,warehouse,2026-03-18T17:16:00.000Z,true,false,false,false,2026-03-01T06:55:00.000Z,2026-03-18T17:16:00.000Z,3,3,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0154,TRACK-0154,false,false,1,1,DHL,London,GB,true,processing,processing,warehouse,2026-03-04T05:53:00.000Z,false,false,false,false,2026-03-04T05:53:00.000Z,2026-03-04T05:53:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0159,TRACK-0159,false,false,1,1,DHL,Dubai,AE,true,processing,processing,warehouse,2026-03-13T04:30:00.000Z,false,false,false,false,2026-03-13T04:30:00.000Z,2026-03-13T04:30:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0160,TRACK-0160,false,false,1,1,DHL,Sydney,AU,true,packed,Packed,warehouse,2026-03-01T17:05:00.000Z,false,false,false,false,2026-03-01T17:05:00.000Z,2026-03-01T17:05:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0167,TRACK-0167,false,false,1,1,DHL,Dubai,AE,true,packed,packed,warehouse,2026-03-20T12:07:00.000Z,false,false,false,false,2026-03-20T12:07:00.000Z,2026-03-20T12:07:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0174,TRACK-0174,false,false,1,1,DHL,Amsterdam,NL,true,in_transit,in_transit,warehouse,2026-03-11T09:54:00.000Z,false,false,false,false,2026-03-11T09:54:00.000Z,2026-03-11T09:54:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0176,TRACK-0176,false,false,1,1,DHL,Sydney,AU,true,processing,processing,warehouse,2026-03-20T08:08:00.000Z,false,false,false,true,2026-03-20T08:08:00.000Z,2026-03-20T08:08:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0178,TRACK-0178,false,false,1,1,DHL,Dubai,AE,true,in_transit,IN_TRANSIT,warehouse,2026-03-09T23:47:00.000Z,false,false,false,false,2026-03-09T23:47:00.000Z,2026-03-09T23:47:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0183,TRACK-0183,false,false,1,1,DHL,Amsterdam,NL,true,packed,packed,warehouse,2026-03-01T16:47:00.000Z,false,false,false,false,2026-03-01T16:47:00.000Z,2026-03-01T16:47:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0184,TRACK-0184,false,false,1,1,DHL,Amsterdam,NL,true,processing,processing,warehouse,2026-03-06T17:06:00.000Z,false,false,false,false,2026-03-06T17:06:00.000Z,2026-03-06T17:06:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0186,TRACK-0186,false,false,1,1,DHL,Amsterdam,NL,true,processing,processing,warehouse,2026-03-02T20:55:00.000Z,false,false,false,false,2026-03-02T20:55:00.000Z,2026-03-02T20:55:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0189,TRACK-0189,false,false,1,1,DHL,Amsterdam,NL,true,exception,Exception,warehouse,2026-03-13T18:54:00.000Z,false,false,false,false,2026-03-13T18:54:00.000Z,2026-03-13T18:54:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0194,TRACK-0194,false,false,1,1,DHL,Sydney,AU,true,in_transit,in_transit,warehouse,2026-03-20T11:56:00.000Z,false,false,false,false,2026-03-20T11:56:00.000Z,2026-03-20T11:56:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0199,TRACK-0199,false,false,1,1,DHL,London,GB,true,packed,Packed,warehouse,2026-03-06T06:58:00.000Z,false,false,false,false,2026-03-06T06:58:00.000Z,2026-03-06T06:58:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0203,TRACK-0203,false,false,1,1,DHL,Dubai,AE,true,processing,processing,warehouse,2026-03-04T20:06:00.000Z,false,false,false,false,2026-03-04T20:06:00.000Z,2026-03-04T20:06:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0204,TRACK-0204,false,false,1,1,DHL,Sydney,AU,true,packed,packed,warehouse,2026-03-08T09:13:00.000Z,false,false,false,false,2026-03-08T09:13:00.000Z,2026-03-08T09:13:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0205,TRACK-0205,false,false,1,1,DHL,Sydney,AU,true,shipped,shipped,warehouse,2026-03-05T12:38:00.000Z,false,false,false,true,2026-03-05T12:38:00.000Z,2026-03-05T12:38:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0210,TRACK-0210,false,false,1,1,DHL,Amsterdam,NL,true,exception,exception,warehouse,2026-03-10T00:35:00.000Z,false,false,false,false,2026-03-10T00:35:00.000Z,2026-03-10T00:35:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0212,TRACK-0212,false,true,1,2,null,null,null,false,in_transit,in_transit,warehouse,2026-03-07T21:37:00.000Z,false,false,false,false,2026-03-06T07:23:00.000Z,2026-03-07T21:37:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0214,TRACK-0214,false,false,1,1,DHL,Dubai,AE,true,packed,PACKED,warehouse,2026-03-03T02:24:00.000Z,false,false,false,false,2026-03-03T02:24:00.000Z,2026-03-03T02:24:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0216,TRACK-0216,false,false,1,1,DHL,Amsterdam,NL,true,in_transit,in_transit,warehouse,2026-03-01T07:06:00.000Z,false,false,false,false,2026-03-01T07:06:00.000Z,2026-03-01T07:06:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0217,TRACK-0217,false,true,1,2,null,null,null,false,packed,packed,warehouse,2026-03-13T12:29:00.000Z,false,false,false,false,2026-03-06T16:01:00.000Z,2026-03-13T12:29:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0220,TRACK-0220,false,false,1,1,DHL,Amsterdam,NL,true,exception,exception,warehouse,2026-03-11T17:19:00.000Z,false,false,false,false,2026-03-11T17:19:00.000Z,2026-03-11T17:19:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0223,TRACK-0223,false,true,1,2,null,null,null,false,delivered,delivered,warehouse,2026-03-10T13:56:00.000Z,true,false,true,false,2026-03-10T13:56:00.000Z,2026-03-18T04:26:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0225,TRACK-0225,false,false,1,1,DHL,London,GB,true,packed,packed,warehouse,2026-03-03T12:24:00.000Z,false,false,false,false,2026-03-03T12:24:00.000Z,2026-03-03T12:24:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0226,TRACK-0226,false,false,1,1,DHL,Dubai,AE,true,delivered,delivered,warehouse,2026-03-07T06:47:00.000Z,true,false,false,false,2026-03-07T06:47:00.000Z,2026-03-07T06:47:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0228,TRACK-0228,false,false,1,1,DHL,London,GB,true,in_transit,in_transit,warehouse,2026-03-07T09:41:00.000Z,false,false,false,false,2026-03-07T09:41:00.000Z,2026-03-07T09:41:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0229,TRACK-0229,false,false,1,1,DHL,Sydney,AU,true,shipped,Shipped,warehouse,2026-03-12T09:48:00.000Z,false,false,false,true,2026-03-12T09:48:00.000Z,2026-03-12T09:48:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0234,TRACK-0234,false,false,1,1,DHL,Sydney,AU,true,received,received,warehouse,2026-03-19T06:24:00.000Z,false,false,false,false,2026-03-19T06:24:00.000Z,2026-03-19T06:24:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0238,TRACK-0238,false,false,1,1,DHL,Sydney,AU,true,in_transit,in_transit,warehouse,2026-03-12T07:25:00.000Z,false,false,false,true,2026-03-12T07:25:00.000Z,2026-03-12T07:25:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0244,TRACK-0244,false,false,1,1,DHL,Sydney,AU,true,delivered,delivered,warehouse,2026-03-19T10:49:00.000Z,true,false,false,false,2026-03-19T10:49:00.000Z,2026-03-19T10:49:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0246,TRACK-0246,false,true,1,2,null,null,null,false,in_transit,in_transit,warehouse,2026-03-14T07:17:00.000Z,false,false,false,false,2026-03-06T02:05:00.000Z,2026-03-14T07:17:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0251,TRACK-0251,false,false,1,1,DHL,Sydney,AU,true,packed,packed,warehouse,2026-03-20T21:37:00.000Z,false,false,false,false,2026-03-20T21:37:00.000Z,2026-03-20T21:37:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0256,TRACK-0256,false,true,1,2,null,null,null,false,packed,packed,warehouse,2026-03-14T03:21:00.000Z,false,false,false,false,2026-03-04T10:55:00.000Z,2026-03-14T03:21:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0257,TRACK-0257,false,false,1,1,DHL,Dubai,AE,true,delivered,DELIVERED,warehouse,2026-03-01T07:34:00.000Z,true,false,false,false,2026-03-01T07:34:00.000Z,2026-03-01T07:34:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0259,TRACK-0259,false,true,1,2,null,null,null,false,in_transit,in_transit,warehouse,2026-03-13T19:59:00.000Z,false,false,false,false,2026-03-05T21:10:00.000Z,2026-03-13T19:59:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
DHL:TRACK-0260,TRACK-0260,false,false,1,1,DHL,Dubai,AE,true,packed,packed,warehouse,2026-03-08T19:29:00.000Z,false,false,false,true,2026-03-08T19:29:00.000Z,2026-03-08T19:29:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
DHL:TRK-245,TRK-245,false,false,1,1,DHL,Sydney,AU,true,in_transit,in_transit,warehouse,2026-03-08T14:40:00.000Z,false,false,false,true,2026-03-08T14:40:00.000Z,2026-03-08T14:40:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:FDX-0013,FDX-0013,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-10T07:10:00.000Z,true,false,false,false,2026-03-08T08:49:00.000Z,2026-03-10T07:10:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:FDX-0042,FDX-0042,false,false,1,0,FedEx,null,null,false,cancelled,CANCELLED,carrier,2026-03-10T22:18:00.000Z,true,false,false,false,2026-03-10T15:10:00.000Z,2026-03-10T22:18:00.000Z,2,0,2,1,2026-06-02T18:42:05.560Z
FedEx:FDX-0045,FDX-0045,false,false,1,0,FedEx,null,null,false,returned,RETURNED,carrier,2026-03-11T08:32:00.000Z,true,false,false,false,2026-03-09T17:16:00.000Z,2026-03-11T08:32:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:FDX-0054,FDX-0054,false,false,1,0,FedEx,null,null,false,cancelled,CANCELLED,carrier,2026-03-22T11:28:00.000Z,true,false,false,false,2026-03-21T18:46:00.000Z,2026-03-22T11:28:00.000Z,2,0,2,1,2026-06-02T18:42:05.560Z
FedEx:FX-0015,FX-0015,false,false,1,0,FedEx,null,null,false,returned,RETURNED,carrier,2026-03-26T01:10:00.000Z,true,false,false,false,2026-03-24T19:14:00.000Z,2026-03-26T01:10:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:FX-0017,FX-0017,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-11T05:28:00.000Z,true,false,false,false,2026-03-08T11:09:00.000Z,2026-03-11T05:28:00.000Z,6,0,6,1,2026-06-02T18:42:05.560Z
FedEx:FX-0030,FX-0030,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-06T04:24:00.000Z,true,false,false,false,2026-03-04T06:06:00.000Z,2026-03-06T04:24:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:FX-0044,FX-0044,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-20T20:16:00.000Z,true,false,false,false,2026-03-18T16:57:00.000Z,2026-03-20T20:16:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:FX-0046,FX-0046,false,false,1,0,FedEx,null,null,false,cancelled,CANCELLED,carrier,2026-03-04T23:48:00.000Z,true,false,false,false,2026-03-04T17:32:00.000Z,2026-03-04T23:48:00.000Z,2,0,2,1,2026-06-02T18:42:05.560Z
FedEx:FX-0069,FX-0069,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-10T08:14:00.000Z,true,false,false,false,2026-03-08T05:00:00.000Z,2026-03-10T08:14:00.000Z,5,0,5,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0002,TRACK-0002,false,false,1,1,FedEx,Los Angeles,US,true,shipped,shipped,warehouse,2026-03-02T23:55:00.000Z,false,false,false,false,2026-03-01T22:00:00.000Z,2026-03-02T23:55:00.000Z,4,2,2,2,2026-06-02T18:42:05.560Z
FedEx:TRACK-0005,TRACK-0005,false,false,1,1,FedEx,Los Angeles,US,true,packed,packed,warehouse,2026-03-08T02:14:00.000Z,false,false,false,false,2026-03-08T02:14:00.000Z,2026-03-08T02:14:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0007,TRACK-0007,false,true,1,2,null,null,null,false,shipped,shipped,warehouse,2026-03-03T20:50:00.000Z,false,false,false,true,2026-03-03T13:20:00.000Z,2026-03-03T20:50:00.000Z,3,2,1,2,2026-06-02T18:42:05.560Z
FedEx:TRACK-0015,TRACK-0015,false,false,1,1,FedEx,Los Angeles,US,true,packed,packed,warehouse,2026-03-12T18:02:00.000Z,false,false,false,false,2026-03-12T18:02:00.000Z,2026-03-12T18:02:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0020,TRACK-0020,false,false,1,0,FedEx,null,null,false,cancelled,CANCELLED,carrier,2026-03-24T12:19:00.000Z,true,false,false,false,2026-03-23T19:51:00.000Z,2026-03-24T12:19:00.000Z,2,0,2,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0021,TRACK-0021,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-15T15:34:00.000Z,true,false,false,false,2026-03-13T05:19:00.000Z,2026-03-15T15:34:00.000Z,5,0,5,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0023,TRACK-0023,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-09T12:26:00.000Z,true,false,false,false,2026-03-07T20:28:00.000Z,2026-03-09T12:26:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0039,TRACK-0039,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-27T15:03:00.000Z,true,false,false,false,2026-03-26T12:16:00.000Z,2026-03-27T15:03:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0047,TRACK-0047,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-16T12:33:00.000Z,true,false,false,false,2026-03-13T17:07:00.000Z,2026-03-16T12:33:00.000Z,6,0,6,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0049,TRACK-0049,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-28T00:33:00.000Z,true,false,false,false,2026-03-24T14:12:00.000Z,2026-03-28T00:33:00.000Z,5,0,5,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0052,TRACK-0052,false,false,1,1,FedEx,Los Angeles,US,true,delivered,delivered,warehouse,2026-03-20T05:19:00.000Z,true,false,false,false,2026-03-20T05:19:00.000Z,2026-03-20T05:19:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0053,TRACK-0053,false,false,1,1,FedEx,Los Angeles,US,true,shipped,SHIPPED,warehouse,2026-03-19T20:58:00.000Z,false,false,false,false,2026-03-19T20:58:00.000Z,2026-03-19T20:58:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0060,TRACK-0060,false,false,1,1,FedEx,Los Angeles,US,true,shipped,shipped,warehouse,2026-03-05T20:01:00.000Z,false,false,false,false,2026-03-05T20:01:00.000Z,2026-03-05T20:01:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0067,TRACK-0067,false,false,1,1,FedEx,Los Angeles,US,true,shipped,shipped,warehouse,2026-03-04T20:21:00.000Z,false,false,false,false,2026-03-04T20:21:00.000Z,2026-03-04T20:21:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0071,TRACK-0071,false,false,1,1,FedEx,Los Angeles,US,true,delivered,delivered,warehouse,2026-03-03T15:09:00.000Z,true,false,false,false,2026-03-03T15:09:00.000Z,2026-03-03T15:09:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0076,TRACK-0076,false,false,1,1,FedEx,Los Angeles,US,true,shipped,shipped,warehouse,2026-03-11T02:40:00.000Z,false,false,false,false,2026-03-11T02:40:00.000Z,2026-03-11T02:40:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0077,TRACK-0077,false,false,1,0,FedEx,null,null,false,delivered,DELIVERED,carrier,2026-03-13T03:11:00.000Z,true,false,false,false,2026-03-11T10:57:00.000Z,2026-03-13T03:11:00.000Z,4,0,4,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0093,TRACK-0093,false,false,1,1,FedEx,Los Angeles,US,true,received,received,warehouse,2026-03-16T19:22:00.000Z,false,false,false,false,2026-03-16T19:22:00.000Z,2026-03-16T19:22:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0143,TRACK-0143,false,false,1,1,FedEx,Los Angeles,US,true,exception,exception,warehouse,2026-03-16T10:17:00.000Z,false,false,false,false,2026-03-16T10:17:00.000Z,2026-03-16T10:17:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0149,TRACK-0149,false,false,1,1,FedEx,Los Angeles,US,true,in_transit,in_transit,warehouse,2026-03-12T11:37:00.000Z,false,false,false,false,2026-03-12T11:37:00.000Z,2026-03-12T11:37:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0153,TRACK-0153,false,false,1,1,FedEx,Los Angeles,US,true,packed,packed,warehouse,2026-03-08T19:02:00.000Z,false,false,false,false,2026-03-08T19:02:00.000Z,2026-03-08T19:02:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0160,TRACK-0160,false,false,1,1,FedEx,Los Angeles,US,true,processing,processing,warehouse,2026-03-02T15:23:00.000Z,false,false,false,false,2026-03-02T15:23:00.000Z,2026-03-02T15:23:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0166,TRACK-0166,false,false,1,1,FedEx,Los Angeles,US,true,processing,processing,warehouse,2026-03-22T04:04:00.000Z,false,false,false,false,2026-03-22T04:04:00.000Z,2026-03-22T04:04:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0169,TRACK-0169,false,false,1,1,FedEx,Los Angeles,US,true,in_transit,in_transit,warehouse,2026-03-06T22:18:00.000Z,false,false,false,false,2026-03-06T22:18:00.000Z,2026-03-06T22:18:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0204,TRACK-0204,false,false,1,1,FedEx,Los Angeles,US,true,exception,exception,warehouse,2026-03-20T13:00:00.000Z,false,false,false,true,2026-03-20T13:00:00.000Z,2026-03-20T13:00:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0211,TRACK-0211,false,false,1,1,FedEx,Los Angeles,US,true,in_transit,in_transit,warehouse,2026-03-19T23:23:00.000Z,false,false,false,false,2026-03-19T23:23:00.000Z,2026-03-19T23:23:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0215,TRACK-0215,false,false,1,1,FedEx,Los Angeles,US,true,in_transit,in_transit,warehouse,2026-03-03T12:01:00.000Z,false,false,false,false,2026-03-03T12:01:00.000Z,2026-03-03T12:01:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0225,TRACK-0225,false,false,1,1,FedEx,Los Angeles,US,true,delivered,delivered,warehouse,2026-03-17T22:28:00.000Z,true,false,false,false,2026-03-17T22:28:00.000Z,2026-03-17T22:28:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0231,TRACK-0231,false,true,1,2,null,null,null,false,processing,processing,warehouse,2026-03-18T19:42:00.000Z,false,false,false,false,2026-03-11T20:39:00.000Z,2026-03-18T19:42:00.000Z,2,2,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0235,TRACK-0235,false,false,1,1,FedEx,Los Angeles,US,true,shipped,shipped,warehouse,2026-03-03T14:47:00.000Z,false,false,false,false,2026-03-03T14:47:00.000Z,2026-03-03T14:47:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRACK-0259,TRACK-0259,false,false,1,1,FedEx,Los Angeles,US,true,in_transit,in_transit,warehouse,2026-03-11T01:26:00.000Z,false,false,false,false,2026-03-11T01:26:00.000Z,2026-03-11T01:26:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRK-106,TRK-106,false,false,1,1,FedEx,Los Angeles,US,true,delivered,delivered,warehouse,2026-03-17T21:48:00.000Z,true,false,false,false,2026-03-17T21:48:00.000Z,2026-03-17T21:48:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
FedEx:TRK-80,TRK-80,false,false,1,1,FedEx,Los Angeles,US,true,shipped,shipped,warehouse,2026-03-12T15:13:00.000Z,false,false,false,false,2026-03-12T15:13:00.000Z,2026-03-12T15:13:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0001,TRACK-0001,false,false,1,1,Ninja Van,Singapore,SG,true,delivered,delivered,warehouse,2026-03-18T06:33:00.000Z,true,false,false,false,2026-03-18T06:33:00.000Z,2026-03-18T06:33:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0014,TRACK-0014,false,false,1,1,Ninja Van,Singapore,SG,true,in_transit,In_Transit,warehouse,2026-03-15T13:13:00.000Z,false,false,false,true,2026-03-15T13:13:00.000Z,2026-03-15T13:13:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0060,TRACK-0060,false,false,1,1,Ninja Van,Singapore,SG,true,shipped,shipped,warehouse,2026-03-10T03:57:00.000Z,false,false,false,false,2026-03-10T03:57:00.000Z,2026-03-10T03:57:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0068,TRACK-0068,false,false,1,1,Ninja Van,Singapore,SG,true,in_transit,in_transit,warehouse,2026-03-11T05:42:00.000Z,false,false,false,false,2026-03-11T05:42:00.000Z,2026-03-11T05:42:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0072,TRACK-0072,false,false,1,1,Ninja Van,Singapore,SG,true,received,Received,warehouse,2026-03-06T05:40:00.000Z,false,false,false,true,2026-03-06T05:40:00.000Z,2026-03-06T05:40:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0080,TRACK-0080,false,false,1,1,Ninja Van,Singapore,SG,true,packed,packed,warehouse,2026-03-07T21:31:00.000Z,false,false,false,false,2026-03-07T21:31:00.000Z,2026-03-07T21:31:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0113,TRACK-0113,false,false,1,1,Ninja Van,Singapore,SG,true,in_transit,in_transit,warehouse,2026-03-09T16:24:00.000Z,false,false,false,false,2026-03-09T16:24:00.000Z,2026-03-09T16:24:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0141,TRACK-0141,false,false,1,1,Ninja Van,Singapore,SG,true,processing,processing,warehouse,2026-03-13T12:58:00.000Z,false,false,false,true,2026-03-13T12:58:00.000Z,2026-03-13T12:58:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0160,TRACK-0160,false,false,1,1,Ninja Van,Singapore,SG,true,in_transit,in_transit,warehouse,2026-03-05T16:52:00.000Z,false,false,false,false,2026-03-05T16:52:00.000Z,2026-03-05T16:52:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0170,TRACK-0170,false,false,1,1,Ninja Van,Singapore,SG,true,packed,packed,warehouse,2026-03-21T05:58:00.000Z,false,false,false,false,2026-03-21T05:58:00.000Z,2026-03-21T05:58:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRACK-0246,TRACK-0246,false,false,1,1,Ninja Van,Singapore,SG,true,packed,packed,warehouse,2026-03-11T06:16:00.000Z,false,false,false,false,2026-03-11T06:16:00.000Z,2026-03-11T06:16:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
Ninja Van:TRK-247,TRK-247,false,false,1,1,Ninja Van,Singapore,SG,true,delivered,delivered,warehouse,2026-03-16T00:11:00.000Z,true,false,false,true,2026-03-16T00:11:00.000Z,2026-03-16T00:11:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
PostNL:TRACK-0006,TRACK-0006,false,false,1,1,PostNL,Amsterdam,NL,true,in_transit,in_transit,warehouse,2026-03-04T17:51:00.000Z,false,false,false,false,2026-03-04T17:51:00.000Z,2026-03-04T17:51:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
PostNL:TRACK-0011,TRACK-0011,false,false,1,1,PostNL,Amsterdam,NL,true,in_transit,in_transit,warehouse,2026-03-12T04:48:00.000Z,false,false,false,false,2026-03-12T04:48:00.000Z,2026-03-12T04:48:00.000Z,1,1,0,1,2026-06-02T18:42:05.560Z
